,Link,Name,Price,Color,Description
180,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6697085/,2021 Ford F-150,"$80,335 ",Carbonized Grey Metallic,Lariat
181,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6696986/,2021 Ford F-150,"$74,510 ",Antimatter Blue,Lariat
182,https://www.carpages.ca/used-cars/ontario/thornhill/2015-ford-focus-6696950/,2015 Ford Focus,"$12,488 ",White,SE
183,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-escape-6696182/,2021 Ford Escape,"$41,748 ",Velocity Blue Metallic,SEL Hybrid
184,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-escape-6696173/,2021 Ford Escape,"$39,148 ",Carbonized Grey Metallic,SEL Hybrid
185,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-escape-6696170/,2021 Ford Escape,"$42,498 ",Yellow,SEL Hybrid
186,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-f-350-6696161/,2021 Ford F-350,"$64,788 ",Blue,Super Duty SRW XLT
187,https://www.carpages.ca/used-cars/quebec/st-eustache/2019-hyundai-kona-6695777/,2019 Hyundai KONA,"$31,988 ",Gris,Electric PREFERRED **AUTONOMIE 400 KM**
188,https://www.carpages.ca/used-cars/quebec/quebec/2019-hyundai-ioniq-6695477/,2019 Hyundai IONIQ,"$22,968 ",Blanc,Electric **ULTIMATE * GPS * CUIR * VOLANT CHANUFF
189,https://www.carpages.ca/new-cars/ontario/kemptville/2021-chevrolet-bolt-6694424/,2021 Chevrolet Bolt,"$52,291 ",Summit WHT,EV Premier  - SIriusXM
190,https://www.carpages.ca/new-cars/ontario/orleans/2021-chevrolet-bolt-6694319/,2021 Chevrolet Bolt,"$49,176 ",Summit WHT,EV LT
191,https://www.carpages.ca/used-cars/ontario/north-york/2016-tesla-model-s-6694016/,2016 Tesla Model S,"$57,995 ",Dark Blue,75D|AUTOPILOT|HIFI|NAV|PANOROOF|ALLHEATEDSEATS|+++
192,https://www.carpages.ca/used-cars/british-columbia/burnaby/2015-toyota-prius-6693932/,2015 Toyota Prius,"$14,378 ",White,c eCVT
193,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-elantra-6693749/,2021 Hyundai Elantra,"$29,908 ",Electric Shadow,Hybrid Ultimate DCT  - $172 B/W
194,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-elantra-6693746/,2021 Hyundai Elantra,"$29,594 ",Cyber Gry,Hybrid Ultimate w/Two-Tone Interior DCT  - $170 B/W
195,https://www.carpages.ca/new-cars/saskatchewan/paradise-hill/2021-ford-f-150-6693509/,2021 Ford F-150,"$86,825 ",Agate Black,Platinum  - Sunroof
196,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-ford-escape-6693110/,2021 Ford Escape,"$44,559 ",Carbonized Grey Metallic,Titanium Hybrid 400A | TITANIUM ELITE PKG | PANO ROOF
197,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-escape-6701090/,2021 Ford Escape,"$43,999 ",Black,Titanium Hybrid
198,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-escape-6701072/,2021 Ford Escape,"$43,649 ",White,Titanium Hybrid
199,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-explorer-6701069/,2021 Ford Explorer,"$58,999 ",White,LIMITED
200,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-lexus-ux-6700598/,2021 Lexus UX,"$51,145 ",Silver,250H
201,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-lexus-ux-6700595/,2021 Lexus UX,"$47,645 ",Green,250H
202,https://www.carpages.ca/new-cars/british-columbia/surrey/2021-ford-escape-6700430/,2021 Ford Escape,"$45,449 ",Red,Titanium Hybrid
203,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2020-hyundai-ioniq-hybrid-6700403/,2020 Hyundai Ioniq Hybrid,"$27,439 ",Red,ESSENTIAL
204,https://www.carpages.ca/used-cars/ontario/beamsville/2017-chevrolet-volt-6700340/,2017 Chevrolet Volt,"$17,995 ",Blue,Premier
205,https://www.carpages.ca/used-cars/ontario/beamsville/2017-hyundai-ioniq-6700322/,2017 Hyundai IONIQ,"$19,995 ",White,Limited
206,https://www.carpages.ca/used-cars/ontario/beamsville/2019-chevrolet-volt-6700313/,2019 Chevrolet Volt,"$28,995 ",Silver,LT
207,https://www.carpages.ca/used-cars/ontario/beamsville/2019-chevrolet-bolt-6700310/,2019 Chevrolet Bolt,"$33,995 ",Green,LT
208,https://www.carpages.ca/used-cars/ontario/bolton/2016-toyota-camry-6700274/,2016 Toyota Camry,"$16,499 ",Burgundy,Hybrid SE|Heated seats|Camera|Power leather seats|
209,https://www.carpages.ca/used-cars/british-columbia/surrey/2014-nissan-leaf-6699332/,2014 Nissan Leaf,"$13,995 ",Red,"S, accident free"
210,https://www.carpages.ca/used-cars/ontario/harriston/2017-ford-c-max-6699155/,2017 Ford C-MAX,"$16,500 ",Gold,SE
211,https://www.carpages.ca/new-cars/saskatchewan/kindersley/2021-ford-f-150-6699125/,2021 Ford F-150,"$95,024 ",Star White Tri-Coat,Limited  - Leather Seats
212,https://www.carpages.ca/new-cars/saskatchewan/kindersley/2021-ford-escape-6699122/,2021 Ford Escape,"$42,548 ",Carbonized Grey Metallic,SEL Hybrid AWD
213,https://www.carpages.ca/new-cars/british-columbia/surrey/2021-ram-1500-6698972/,2021 RAM 1500,"$90,372 ",Ivory Tri-Coat Pearl,Longhorn  - Sunroof
214,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-rs-7-6698876/,2021 Audi RS 7,"$150,722 ",Nardo Gray,Audi Winnipeg
215,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698873/,2021 Audi Q5,"$68,717 ",Ibis White,Technik
216,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698870/,2021 Audi Q5,"$64,157 ",Florett Silver Metallic,Technik
217,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698867/,2021 Audi Q5,"$69,607 ",Mythos Black Metallic,Technik
218,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698864/,2021 Audi Q5,"$70,057 ",Glacier White Metallic,Technik
219,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698861/,2021 Audi Q5,"$69,607 ",Mythos Black Metallic,Technik
220,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698855/,2021 Audi Q5,"$70,057 ",Mythos Black Metallic,Technik
221,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698852/,2021 Audi Q5,"$68,957 ",Daytona Gray Pearl,Technik
222,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698846/,2021 Audi Q5,"$64,157 ",Glacier White Metallic,Technik
223,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698843/,2021 Audi Q5,"$69,007 ",Mythos Black Metallic,Technik
224,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698840/,2021 Audi Q5,"$70,807 ",Mythos Black Metallic,Technik
225,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698837/,2021 Audi Q5,"$69,607 ",Florett Silver Metallic,Technik
226,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698834/,2021 Audi Q5,"$60,707 ",Glacier White Metallic,PROGRESSIV
227,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698831/,2021 Audi Q5,"$61,807 ",Florett Silver Metallic,PROGRESSIV
228,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698828/,2021 Audi Q5,"$69,607 ",Glacier White Metallic,Technik
229,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698825/,2021 Audi Q5,"$63,057 ",Navarra Blue Metallic,PROGRESSIV
230,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698822/,2021 Audi Q5,"$68,717 ",Ibis White,Technik
231,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698819/,2021 Audi Q5,"$69,607 ",Glacier White Metallic,Technik
232,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698816/,2021 Audi Q5,"$69,607 ",Glacier White Metallic,Technik
233,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6698813/,2021 Audi Q7,"$83,422 ",Glacier White Metallic,PROGRESSIV
234,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q8-6698810/,2021 Audi Q8,"$99,222 ",Florett Silver Metallic,TECHNIK
235,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698807/,2021 Audi Q5,"$63,167 ",Ibis White,PROGRESSIV
236,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698801/,2021 Audi Q5,"$61,957 ",Navarra Blue Metallic,PROGRESSIV
237,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698798/,2021 Audi Q5,"$69,307 ",Daytona Gray Pearl,Technik
238,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698795/,2021 Audi Q5,"$60,417 ",Ibis White,PROGRESSIV
239,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698792/,2021 Audi Q5,"$70,057 ",Mythos Black Metallic,Technik
240,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-6698789/,2021 Audi A5,"$80,817 ",Quantum Gray/Black Top,Cabriolet Technik
241,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698786/,2021 Audi Q5,"$64,157 ",Mythos Black Metallic,Technik
242,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698783/,2021 Audi Q5,"$60,707 ",Florett Silver Metallic,PROGRESSIV
243,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-rs-6-6698780/,2021 Audi RS 6,"$130,872 ",,Avant
244,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698777/,2021 Audi Q5,"$70,407 ",Glacier White Metallic,Technik
245,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-s6-6698774/,2021 Audi S6,"$111,922 ",Mythos Black Metallic,Sedan
246,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-6698768/,2021 Audi A5,"$73,207 ",Daytona Gray Pearl/Black Top,Cabriolet Progressiv
247,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698762/,2021 Audi Q5,"$70,807 ",Mythos Black Metallic,Technik
248,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698759/,2021 Audi Q5,"$69,007 ",Glacier White Metallic,Technik
249,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698756/,2021 Audi Q5,"$69,257 ",Mythos Black Metallic,Technik
250,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698753/,2021 Audi Q5,"$61,307 ",Mythos Black Metallic,PROGRESSIV
251,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698750/,2021 Audi Q5,"$63,267 ",Ibis White,Technik
252,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a6-6698744/,2021 Audi A6,"$90,472 ",,Sedan Technik
253,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698741/,2021 Audi Q5,"$68,957 ",Glacier White Metallic,Technik
254,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698738/,2021 Audi Q5,"$61,307 ",Glacier White Metallic,PROGRESSIV
255,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698735/,2021 Audi Q5,"$60,707 ",Mythos Black Metallic,PROGRESSIV
256,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698732/,2021 Audi Q5,"$55,357 ",Florett Silver Metallic,Komfort
257,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698720/,2021 Audi Q5,"$63,267 ",Ibis White,Technik
258,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698711/,2021 Audi Q5,"$66,957 ",Florett Silver Metallic,Technik
259,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6698693/,2021 Audi Q7,"$78,122 ",Daytona Grey Pearl Effect,Komfort
260,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-6698687/,2021 Audi A5,"$82,057 ",Glacier White Metallic/Black Top,Cabriolet Technik
261,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6698681/,2021 Audi Q7,"$78,122 ",Orca Black Metallic,Komfort
262,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6698669/,2021 Audi Q7,"$78,122 ",Glacier White Metallic,Komfort
263,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698663/,2021 Audi Q5,"$63,407 ",Florett Silver Metallic,PROGRESSIV
264,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q8-6698648/,2021 Audi Q8,"$102,022 ",Daytona Gray Pearl Effect,TECHNIK
265,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a8-6698642/,2021 Audi A8,"$147,422 ",DAYTONA GRAY METALLIC,L
266,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6698624/,2021 Audi Q7,"$84,972 ",Florett Silver Metallic,PROGRESSIV
267,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6698366/,2020 Ford Fusion,"$25,500 ",Red,Hybrid Titanium
268,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6698351/,2020 Ford Fusion,"$25,800 ",White,Hybrid Titanium
269,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6698345/,2020 Ford Fusion,"$24,800 ",White,Hybrid Titanium
270,https://www.carpages.ca/new-cars/ontario/leamington/2021-ford-escape-6698330/,2021 Ford Escape,"$42,649 ",White,SEL Hybrid
271,https://www.carpages.ca/new-cars/ontario/kingston/2021-ford-f-150-6697625/,2021 Ford F-150,"$63,574 ",Agate Black Metallic,XLT
272,https://www.carpages.ca/used-cars/british-columbia/port-moody/2015-toyota-prius-6697376/,2015 Toyota Prius,"$14,500 ",Blue,c C
273,https://www.carpages.ca/new-cars/ontario/tillsonburg/2021-ford-f-150-6697172/,2021 Ford F-150,"$58,422 ",Agate Black Metallic,XLT
274,https://www.carpages.ca/new-cars/ontario/tillsonburg/2021-ford-f-250-6697136/,2021 Ford F-250,"$62,767 ",Oxford White,Super Duty SRW XLT
275,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6697109/,2021 Ford F-150,"$74,140 ",Oxford White,Lariat
276,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6697106/,2021 Ford F-150,"$60,654 ",Iconic Silver Metallic,XLT
277,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6697100/,2021 Ford F-150,"$54,734 ",Oxford White,XLT
278,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6697085/,2021 Ford F-150,"$80,335 ",Carbonized Grey Metallic,Lariat
279,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6696986/,2021 Ford F-150,"$74,510 ",Antimatter Blue,Lariat
280,https://www.carpages.ca/used-cars/ontario/thornhill/2015-ford-focus-6696950/,2015 Ford Focus,"$12,488 ",White,SE
281,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-escape-6696182/,2021 Ford Escape,"$41,748 ",Velocity Blue Metallic,SEL Hybrid
282,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-escape-6696173/,2021 Ford Escape,"$39,148 ",Carbonized Grey Metallic,SEL Hybrid
283,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-escape-6696170/,2021 Ford Escape,"$42,498 ",Yellow,SEL Hybrid
284,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-f-350-6696161/,2021 Ford F-350,"$64,788 ",Blue,Super Duty SRW XLT
285,https://www.carpages.ca/used-cars/quebec/st-eustache/2019-hyundai-kona-6695777/,2019 Hyundai KONA,"$31,988 ",Gris,Electric PREFERRED **AUTONOMIE 400 KM**
286,https://www.carpages.ca/used-cars/quebec/quebec/2019-hyundai-ioniq-6695477/,2019 Hyundai IONIQ,"$22,968 ",Blanc,Electric **ULTIMATE * GPS * CUIR * VOLANT CHANUFF
287,https://www.carpages.ca/new-cars/ontario/kemptville/2021-chevrolet-bolt-6694424/,2021 Chevrolet Bolt,"$52,291 ",Summit WHT,EV Premier  - SIriusXM
288,https://www.carpages.ca/new-cars/ontario/orleans/2021-chevrolet-bolt-6694319/,2021 Chevrolet Bolt,"$49,176 ",Summit WHT,EV LT
289,https://www.carpages.ca/used-cars/ontario/north-york/2016-tesla-model-s-6694016/,2016 Tesla Model S,"$57,995 ",Dark Blue,75D|AUTOPILOT|HIFI|NAV|PANOROOF|ALLHEATEDSEATS|+++
290,https://www.carpages.ca/used-cars/british-columbia/burnaby/2015-toyota-prius-6693932/,2015 Toyota Prius,"$14,378 ",White,c eCVT
291,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-elantra-6693749/,2021 Hyundai Elantra,"$29,908 ",Electric Shadow,Hybrid Ultimate DCT  - $172 B/W
292,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-elantra-6693746/,2021 Hyundai Elantra,"$29,594 ",Cyber Gry,Hybrid Ultimate w/Two-Tone Interior DCT  - $170 B/W
293,https://www.carpages.ca/new-cars/saskatchewan/paradise-hill/2021-ford-f-150-6693509/,2021 Ford F-150,"$86,825 ",Agate Black,Platinum  - Sunroof
294,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-ford-escape-6693110/,2021 Ford Escape,"$44,559 ",Carbonized Grey Metallic,Titanium Hybrid 400A | TITANIUM ELITE PKG | PANO ROOF
295,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-escape-6701090/,2021 Ford Escape,"$43,999 ",Black,Titanium Hybrid
296,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-escape-6701072/,2021 Ford Escape,"$43,649 ",White,Titanium Hybrid
297,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-explorer-6701069/,2021 Ford Explorer,"$58,999 ",White,LIMITED
298,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-lexus-ux-6700598/,2021 Lexus UX,"$51,145 ",Silver,250H
299,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-lexus-ux-6700595/,2021 Lexus UX,"$47,645 ",Green,250H
300,https://www.carpages.ca/new-cars/british-columbia/surrey/2021-ford-escape-6700430/,2021 Ford Escape,"$45,449 ",Red,Titanium Hybrid
301,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2020-hyundai-ioniq-hybrid-6700403/,2020 Hyundai Ioniq Hybrid,"$27,439 ",Red,ESSENTIAL
302,https://www.carpages.ca/used-cars/ontario/beamsville/2017-chevrolet-volt-6700340/,2017 Chevrolet Volt,"$17,995 ",Blue,Premier
303,https://www.carpages.ca/used-cars/ontario/beamsville/2017-hyundai-ioniq-6700322/,2017 Hyundai IONIQ,"$19,995 ",White,Limited
304,https://www.carpages.ca/used-cars/ontario/beamsville/2019-chevrolet-volt-6700313/,2019 Chevrolet Volt,"$28,995 ",Silver,LT
305,https://www.carpages.ca/used-cars/ontario/beamsville/2019-chevrolet-bolt-6700310/,2019 Chevrolet Bolt,"$33,995 ",Green,LT
306,https://www.carpages.ca/used-cars/ontario/bolton/2016-toyota-camry-6700274/,2016 Toyota Camry,"$16,499 ",Burgundy,Hybrid SE|Heated seats|Camera|Power leather seats|
307,https://www.carpages.ca/used-cars/british-columbia/surrey/2014-nissan-leaf-6699332/,2014 Nissan Leaf,"$13,995 ",Red,"S, accident free"
308,https://www.carpages.ca/used-cars/ontario/harriston/2017-ford-c-max-6699155/,2017 Ford C-MAX,"$16,500 ",Gold,SE
309,https://www.carpages.ca/new-cars/saskatchewan/kindersley/2021-ford-f-150-6699125/,2021 Ford F-150,"$95,024 ",Star White Tri-Coat,Limited  - Leather Seats
310,https://www.carpages.ca/new-cars/saskatchewan/kindersley/2021-ford-escape-6699122/,2021 Ford Escape,"$42,548 ",Carbonized Grey Metallic,SEL Hybrid AWD
311,https://www.carpages.ca/new-cars/british-columbia/surrey/2021-ram-1500-6698972/,2021 RAM 1500,"$90,372 ",Ivory Tri-Coat Pearl,Longhorn  - Sunroof
312,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-rs-7-6698876/,2021 Audi RS 7,"$150,722 ",Nardo Gray,Audi Winnipeg
313,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698873/,2021 Audi Q5,"$68,717 ",Ibis White,Technik
314,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698870/,2021 Audi Q5,"$64,157 ",Florett Silver Metallic,Technik
315,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698867/,2021 Audi Q5,"$69,607 ",Mythos Black Metallic,Technik
316,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698864/,2021 Audi Q5,"$70,057 ",Glacier White Metallic,Technik
317,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698861/,2021 Audi Q5,"$69,607 ",Mythos Black Metallic,Technik
318,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698855/,2021 Audi Q5,"$70,057 ",Mythos Black Metallic,Technik
319,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698852/,2021 Audi Q5,"$68,957 ",Daytona Gray Pearl,Technik
320,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698846/,2021 Audi Q5,"$64,157 ",Glacier White Metallic,Technik
321,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698843/,2021 Audi Q5,"$69,007 ",Mythos Black Metallic,Technik
322,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698840/,2021 Audi Q5,"$70,807 ",Mythos Black Metallic,Technik
323,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698837/,2021 Audi Q5,"$69,607 ",Florett Silver Metallic,Technik
324,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698834/,2021 Audi Q5,"$60,707 ",Glacier White Metallic,PROGRESSIV
325,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698831/,2021 Audi Q5,"$61,807 ",Florett Silver Metallic,PROGRESSIV
326,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698828/,2021 Audi Q5,"$69,607 ",Glacier White Metallic,Technik
327,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698825/,2021 Audi Q5,"$63,057 ",Navarra Blue Metallic,PROGRESSIV
328,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698822/,2021 Audi Q5,"$68,717 ",Ibis White,Technik
329,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698819/,2021 Audi Q5,"$69,607 ",Glacier White Metallic,Technik
330,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698816/,2021 Audi Q5,"$69,607 ",Glacier White Metallic,Technik
331,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q7-6698813/,2021 Audi Q7,"$83,422 ",Glacier White Metallic,PROGRESSIV
332,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q8-6698810/,2021 Audi Q8,"$99,222 ",Florett Silver Metallic,TECHNIK
333,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698807/,2021 Audi Q5,"$63,167 ",Ibis White,PROGRESSIV
334,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698801/,2021 Audi Q5,"$61,957 ",Navarra Blue Metallic,PROGRESSIV
335,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698798/,2021 Audi Q5,"$69,307 ",Daytona Gray Pearl,Technik
336,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698795/,2021 Audi Q5,"$60,417 ",Ibis White,PROGRESSIV
337,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698792/,2021 Audi Q5,"$70,057 ",Mythos Black Metallic,Technik
338,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-6698789/,2021 Audi A5,"$80,817 ",Quantum Gray/Black Top,Cabriolet Technik
339,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698786/,2021 Audi Q5,"$64,157 ",Mythos Black Metallic,Technik
340,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698783/,2021 Audi Q5,"$60,707 ",Florett Silver Metallic,PROGRESSIV
341,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-rs-6-6698780/,2021 Audi RS 6,"$130,872 ",,Avant
342,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698777/,2021 Audi Q5,"$70,407 ",Glacier White Metallic,Technik
343,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-s6-6698774/,2021 Audi S6,"$111,922 ",Mythos Black Metallic,Sedan
344,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a5-6698768/,2021 Audi A5,"$73,207 ",Daytona Gray Pearl/Black Top,Cabriolet Progressiv
345,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698762/,2021 Audi Q5,"$70,807 ",Mythos Black Metallic,Technik
346,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698759/,2021 Audi Q5,"$69,007 ",Glacier White Metallic,Technik
347,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698756/,2021 Audi Q5,"$69,257 ",Mythos Black Metallic,Technik
348,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698753/,2021 Audi Q5,"$61,307 ",Mythos Black Metallic,PROGRESSIV
349,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698750/,2021 Audi Q5,"$63,267 ",Ibis White,Technik
350,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a6-6698744/,2021 Audi A6,"$90,472 ",,Sedan Technik
351,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698741/,2021 Audi Q5,"$68,957 ",Glacier White Metallic,Technik
352,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698738/,2021 Audi Q5,"$61,307 ",Glacier White Metallic,PROGRESSIV
353,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698735/,2021 Audi Q5,"$60,707 ",Mythos Black Metallic,PROGRESSIV
354,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698732/,2021 Audi Q5,"$55,357 ",Florett Silver Metallic,Komfort
355,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698720/,2021 Audi Q5,"$63,267 ",Ibis White,Technik
356,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6698711/,2021 Audi Q5,"$66,957 ",Florett Silver Metallic,Technik
